"You are not yet limited contractually capable. You can ask your legal guardian to purchase.","Du bist noch nicht beschränkt geschäftsfähig. Du kannst einen gesetzlichen Vertreter bitten zu bestellen."
"You are not yet contractually capable. You can ask your legal guardian to purchase on your behalf.","Du bist noch nicht voll geschäftsfähig. Du kannst einen gesetzlichen Vertreter bitten für dich zu bestellen."
